Ticker,Last Alert Date,Close,Stop Loss,Buy Price,Target,Short_SL,Call,Status
HEMIPROP.NS,2024-09-27,184,194.11,,210.78,212.7,Short,Close
HEMORGANIC.BO,2024-09-30,11,9.41,,12.56,12.78,Short,Close
HERANBA.NS,2024-09-18,473,280.4,,519.92,531.75,Short,Close
HERCULES.NS,2024-10-08,635,502.55,601.47,,655.0,Long,Open
HERITGFOOD.NS,2024-10-08,626,518.7,582.75,,654.0,Long,Open
HEROMOTOCO.NS,2024-09-23,5555,5329.7,,6158.58,6210.0,Short,Close
HESTERBIO.NS,2024-10-09,2375,2225.0,2275.24,,2676.25,Long,Open
HEXATRADEX.NS,2024-09-24,281,145.05,,320.55,339.9,Short,Close
HFCL.NS,2024-10-08,139,137.34,132.03,,171.0,Long,Open
HFIL.BO,2024-10-09,24,,,24.13,24.99,Short,Close
HGINFRA.NS,2024-09-16,1501,855.05,,1631.81,1643.75,Short,Close
HGS.NS,2024-08-26,792,865.05,,943.92,954.75,Short,Close
HIGHENE.BO,2024-10-09,683,636.0,664.61,,720.0,Long,Open
HIKAL.NS,2024-09-16,342,267.25,,394.04,407.45,Short,Close
HIL.NS,2024-09-26,2872,2626.0,,3000.61,3130.0,Short,Close
HILTON.NS,2024-10-08,87,81.53,84.79,,90.0,Long,Open
HIMATSEIDE.NS,2024-10-09,140,130.31,139.19,,171.0,Long,Open
HIMTEK.BO,2024-10-01,230,,,243.06,243.75,Short,Close
HINDADH.BO,2024-10-08,399,373.0,384.5,,418.0,Long,Open
HINDALCO.NS,2024-10-01,728,608.0,,760.42,765.5,Short,Close
HINDALUMI.BO,2024-10-09,69,56.0,68.39,,82.3,Long,Open
HINDCOMPOS.NS,2024-09-11,544,393.0,,602.1,616.45,Short,Close
HINDCON.NS,2024-10-09,50,45.5,49.44,,51.0,Long,Open
HINDCOPPER.NS,2024-10-01,314,282.1,,349.05,353.0,Short,Close
HINDHARD.BO,2024-10-09,675,592.5,631.88,,750.0,Long,Open
HINDMILL.BO,2024-08-27,213,253.0,,311.22,324.7,Short,Close
HINDMOTORS.NS,2024-09-13,25,31.65,28.52,,32.89,Long,Open
HINDNATGLS.NS,2024-09-27,28,18.03,,31.03,31.03,Short,Close
HINDOILEXP.NS,2024-08-23,224,166.0,,270.2,272.3,Short,Close
HINDPETRO.NS,2024-10-01,395,323.0,,444.15,446.95,Short,Close
HINDTIN.BO,2024-09-25,212,132.0,,230.18,233.2,Short,Close
HINDUNILVR.NS,2024-09-23,2769,2172.05,,3018.74,3035.0,Short,Close
HINDWAREAP.NS,2024-08-23,291,397.6,,395.09,405.1,Short,Close
HINDZINC.NS,2024-09-27,505,488.05,,523.19,525.4,Short,Close
HINFLUR.BO,2024-08-08,19,13.0,,20.52,21.07,Short,Close
HIPOLIN.BO,2024-09-25,124,103.0,,142.5,144.0,Short,Close
HIRECT.NS,2024-09-25,885,596.0,,914.71,929.95,Short,Close
HISARMETAL.NS,2024-09-25,195,185.55,,206.17,216.9,Short,Close
HISARSP.BO,2024-10-07,75,40.81,,81.31,82.88,Short,Close
HITECH.NS,2024-10-07,202,102.8,193.51,,204.76,Long,Open
HITECHCORP.NS,2024-10-08,277,215.2,263.03,,304.8,Long,Open
HITECHGEAR.NS,2024-08-28,873,398.6,,1053.75,1065.0,Short,Close
HITKITGLO.BO,2024-03-26,1,0.72,0.94,,0.95,Short,Close
HITTCO.BO,2024-09-19,14,9.64,13.05,,14.1,Long,Open
HLEGLAS.BO,2024-07-26,381,493.55,,452.01,459.0,Short,Close
HLVLTD.NS,2024-08-23,15,29.55,,22.33,22.54,Short,Close
HMT.NS,2024-10-09,81,75.2,78.78,,87.0,Long,Open
HMVL.NS,2024-10-08,94,87.2,90.55,,104.4,Long,Open
HNDFDS.BO,2024-09-27,632,542.05,,673.44,682.35,Short,Close
HNDFDS.NS,2024-08-16,568,467.0,566.73,,584.8,Long,Open
HOCL.BO,2024-09-27,44,39.05,,48.65,49.19,Short,Close
HOMEFIRST.NS,2024-10-04,1309,977.15,1194.73,,1369.6,Long,Open
HONAUT.NS,2024-07-04,49417,34649.15,,58371.04,59000.0,Short,Close
HONDAPOWER.NS,2024-09-11,4336,2311.5,3625.16,,4230.0,Long,Open
HOTLSILV.BO,2024-08-02,16,10.5,,17.96,19.8,Short,Close
HOVS.NS,2024-10-09,78,71.05,75.4,,88.95,Long,Open
HOWARHO.BO,2024-09-30,28,20.71,26.19,,29.01,Long,Open
HPCOTTON.BO,2024-10-09,143,132.05,139.19,,184.65,Long,Open
HPIL.NS,2024-08-19,147,97.1,148.0,,166.95,Long,Open
HPL.NS,2024-08-22,558,179.0,,681.75,694.0,Short,Close
HRYNSHP.BO,2024-09-24,128,91.0,,147.1,148.15,Short,Close
HSCL.NS,2024-10-08,629,307.7,589.56,,681.25,Long,Open
HTMEDIA.NS,2024-10-01,25,24.1,,27.38,28.3,Short,Close
HUBTOWN.NS,2024-10-08,289,251.75,271.81,,344.3,Long,Open
HUDCO.NS,2024-10-07,226,228.05,,220.35,299.7,Short,Close
HUHTAMAKI.NS,2024-10-08,400,367.75,375.45,,403.8,Long,Open
HUIL.BO,2024-10-09,2720,2578.0,2715.21,,2761.0,Long,Open
IBINFO.BO,2024-10-07,205,176.5,185.85,,185.85,Long,Open
IBREALEST.NS,2024-08-27,121,96.1,,147.49,150.99,Short,Close
IBRIGST.BO,2024-09-24,200,145.0,155.55,,186.35,Long,Open
IBULHSGFIN.NS,2024-09-20,172,152.01,159.5,,173.12,Long,Open
ICEMAKE.NS,2024-09-23,767,726.8,682.41,,749.8,Long,Open
ICICIBANK.NS,2024-09-23,1244,1051.05,,1325.98,1362.35,Short,Close
ICICIGI.NS,2024-09-23,2084,1480.5,,2285.32,2301.9,Short,Close
ICICIPRULI.NS,2024-09-24,756,515.45,,788.05,795.0,Short,Close
ICIL.NS,2024-09-05,363,255.45,,426.31,429.4,Short,Close
ICRA.NS,2024-10-01,7009,5515.0,,7299.2,7423.75,Short,Close
ICSL.BO,2024-10-04,4,3.7,4.01,,4.21,Long,Open
IDBI.NS,2024-08-22,83,59.5,,100.56,101.75,Short,Close
IDEA.NS,2024-08-29,9,11.75,,16.4,16.55,Short,Close
IDFC.NS,2024-09-12,108,105.0,108.7,,114.7,Long,Open
IDFCFIRSTB.NS,2024-08-22,72,77.8,,75.28,75.74,Short,Close
IDFSENSEXE.BO,2024-09-02,876,764.95,883.85,,883.85,Long,Open
IDM.BO,2024-09-18,33,23.02,,35.92,36.38,Short,Close
IEX.NS,2024-09-24,203,159.35,,235.56,244.4,Short,Close
IFBAGRO.NS,2024-08-26,559,452.0,,605.04,615.05,Short,Close
IFBIND.NS,2024-08-23,1825,895.6,,2099.45,2129.0,Short,Close
IFCI.NS,2024-09-16,64,35.8,,74.35,75.38,Short,Close
IFGLEXPOR.NS,2024-08-28,582,466.05,,651.51,660.1,Short,Close
IFINSEC.BO,2024-08-21,145,70.07,135.25,,143.0,Long,Open
IFINSER.BO,2024-09-27,39,20.35,38.54,,60.56,Long,Open
IFL.BO,2021-05-12,1,7.8,,21.0,21.0,Short,Close
IGARASHI.NS,2024-08-27,636,402.0,,772.77,792.15,Short,Close
IGL.NS,2024-09-16,533,423.0,520.68,,570.35,Long,Open
IGPL.NS,2024-08-23,562,451.0,,705.19,717.7,Short,Close
IIFL.NS,2024-10-08,454,396.75,439.66,,560.6,Long,Open
IIFLSEC.NS,2024-10-07,409,178.56,366.75,,407.0,Long,Open
IISL.BO,2024-09-24,10,7.14,7.36,,8.61,Long,Open
IITL.NS,2024-10-01,290,135.55,,309.0,310.5,Short,Close
IITLPROJ.BO,2024-10-08,42,34.44,41.88,,44.59,Long,Open
IL&FSENGG.NS,2024-09-06,46,26.85,34.3,,39.99,Long,Open
IL&FSTRANS.NS,2024-10-09,5,4.85,5.17,,6.64,Long,Open
IMAGICAA.NS,2024-10-07,80,78.54,,79.16,87.25,Short,Close
IMCAP.BO,2024-07-26,1031,540.6,889.92,,962.0,Long,Open
IMFA.NS,2024-10-01,687,636.3,,712.25,719.45,Short,Close
IMPAL.NS,2024-09-09,1272,970.7,,1453.7,1484.85,Short,Close
IMPEXFERRO.NS,2024-09-17,3,3.1,,3.94,3.99,Short,Close
INANI.BO,2024-08-26,29,21.55,,35.05,35.64,Short,Close
INANISEC.BO,2024-09-16,28,35.13,23.39,,24.99,Long,Open
INCAP.BO,2024-10-07,83,56.12,72.9,,93.84,Long,Open
INCON.BO,2024-09-20,20,12.51,14.84,,15.92,Long,Open
INCREDIBLE.BO,2024-09-30,45,40.0,,47.44,47.72,Short,Close
INDAG.BO,2024-09-30,208,144.0,,225.02,230.0,Short,Close
INDBANK.NS,2024-09-13,44,40.65,,51.28,52.0,Short,Close
INDBNK.BO,2024-10-09,50,45.45,47.23,,56.89,Long,Open
INDCEMCAP.BO,2024-08-08,19,10.71,,22.55,24.61,Short,Close
INDCTST.BO,2024-10-08,70,65.05,65.74,,77.9,Long,Open
INDHOTEL.NS,2024-10-08,694,571.05,660.39,,720.45,Long,Open
INDIACEM.NS,2024-07-10,362,204.1,280.8,,297.9,Long,Open
INDIAGLYCO.NS,2024-10-08,1489,1191.05,1321.32,,1499.0,Long,Open
INDIAMART.NS,2024-10-08,2999,2826.1,2823.15,,3021.0,Long,Open
INDIANACRY.BO,2024-09-24,12,12.09,,13.82,15.55,Short,Close
INDIANB.NS,2024-10-04,528,504.15,515.13,,541.8,Long,Open
INDIANCARD.NS,2024-09-10,273,229.0,,292.9,297.1,Short,Close
INDIANHUME.NS,2024-09-05,472,231.05,,575.33,613.7,Short,Close
INDIANVSH.BO,2024-10-01,14,10.28,,14.34,14.65,Short,Close
INDICAP.BO,2024-09-23,16,15.47,13.96,,16.74,Long,Open
INDIGO.NS,2024-09-12,4708,3868.25,,5007.5,5035.0,Short,Close
INDIGOPNTS.NS,2024-09-06,1465,1250.0,,1551.25,1584.0,Short,Close
INDINFO.BO,2024-10-09,1,1.08,1.37,,1.41,Long,Open
INDNIPPON.NS,2024-08-27,716,601.0,,825.79,835.95,Short,Close
INDOAMIN.BO,2024-10-08,206,108.0,197.46,,243.4,Long,Open
INDOBORAX.BO,2024-10-08,204,197.1,188.1,,262.6,Long,Open
INDOCITY.BO,2024-09-26,15,11.8,,17.51,17.91,Short,Close
INDOCO.NS,2024-09-05,342,323.1,,382.3,384.4,Short,Close
INDOEURO.BO,2024-10-04,18,12.74,15.63,,17.32,Long,Open
INDOKEM.BO,2024-10-08,81,75.5,79.07,,85.85,Long,Open
INDORAMA.NS,2024-09-27,45,42.22,48.95,,51.75,Long,Open
INDOSTAR.NS,2024-09-20,277,226.31,,334.01,343.0,Short,Close
INDOTECH.NS,2024-10-08,1865,1765.0,1670.81,,2020.0,Long,Open
INDOTHAI.NS,2024-08-19,842,205.2,243.25,,329.95,Long,Open
INDOWIND.NS,2024-10-09,23,20.15,22.26,,24.95,Long,Open
INDRAIND.BO,2024-09-03,12,6.76,6.03,,14.44,Long,Open
INDRAMEDCO.NS,2024-09-13,418,211.3,,479.75,484.0,Short,Close
INDRANIB.BO,2024-10-08,41,38.81,38.88,,49.8,Long,Open
INDRENEW.BO,2024-09-27,13,13.15,12.24,,13.62,Long,Open
INDSILHYD.BO,2024-09-04,57,40.8,,63.33,65.7,Short,Close
INDSUCR.BO,2024-10-07,129,99.9,119.88,,133.7,Long,Open
INDSWFTLAB.NS,2024-09-03,116,93.0,,157.18,158.56,Short,Close
INDTERRAIN.NS,2024-10-08,55,54.4,53.47,,59.87,Long,Open
INDTONER.BO,2024-08-29,303,255.0,,377.75,379.0,Short,Close
INDUSINDBK.NS,2024-09-19,1342,1415.05,,1492.22,1498.0,Short,Close
INDUSTOWER.NS,2024-08-30,374,176.55,,456.57,460.35,Short,Close
INDXTRA.BO,2024-09-27,6,5.1,,6.32,6.4,Short,Close
INFIBEAM.NS,2024-10-04,29,26.8,,31.67,32.3,Short,Close
INFOBEAN.NS,2024-08-29,411,361.65,,489.84,502.0,Short,Close
INFOMEDIA.NS,2024-10-01,9,5.94,,9.1,9.11,Short,Close
INFORTEC.BO,2024-09-30,96,80.0,88.5,,93.0,Long,Open
INFRONICS.BO,2024-09-18,49,50.0,,69.8,71.95,Short,Close
INFY.NS,2024-08-12,1953,1351.65,1776.95,,1803.5,Long,Open
INGERRAND.NS,2024-09-11,4195,2996.4,,4350.0,4385.0,Short,Close
INNOCORP.BO,2024-09-25,10,4.66,6.42,,7.35,Long,Open
INNOVTEC.BO,2024-10-01,37,28.07,,40.13,41.4,Short,Close
INOVSYNTH.BO,2024-10-03,84,23.66,,90.72,90.72,Short,Close
INOXWIND.NS,2024-10-09,223,204.0,219.7,,261.9,Long,Open
INSECTICID.NS,2024-08-29,805,465.6,,1014.71,1084.25,Short,Close
INSPIRISYS.NS,2024-10-09,117,105.6,113.13,,176.5,Long,Open
INTECCAP.BO,2024-10-03,16,15.6,15.06,,16.83,Long,Open
INTEGFD.BO,2024-09-23,47,2.22,42.22,,45.46,Long,Open
INTEGRAEN.BO,2024-08-02,244,223.25,,274.02,279.0,Short,Close
INTELLECT.NS,2024-09-26,895,890.1,,1045.03,1055.0,Short,Close
INTELSOFT.BO,2024-09-23,4,5.6,3.86,,4.13,Long,Open
INTENTECH.NS,2024-10-09,145,124.67,135.29,,145.18,Long,Open
INTLCOMBQ.BO,2024-10-09,1269,1175.0,1251.25,,1505.0,Long,Open
INTLCONV.BO,2024-10-09,94,74.77,91.18,,110.5,Long,Open
INTRGLB.BO,2024-09-13,121,38.44,,133.3,133.4,Short,Close
INTSTOIL.BO,2024-09-02,44,33.5,,47.77,49.69,Short,Close
INVENTURE.NS,2024-08-29,2,2.1,,3.14,3.4,Short,Close
INVPRECQ.BO,2024-09-25,904,,,999.22,1004.95,Short,Close
IOB.NS,2024-07-29,55,36.65,,71.46,72.6,Short,Close
IOC.NS,2024-09-30,165,160.66,,180.89,182.46,Short,Close
IOLCP.NS,2024-09-24,446,385.0,,510.26,537.7,Short,Close
IONEXCHANG.BO,2024-10-04,634,642.5,619.5,,663.0,Long,Open
IPCALAB.NS,2024-06-28,1612,669.8,1073.71,,1213.7,Long,Open
IPRINGLTD.BO,2024-08-27,220,142.5,,250.38,262.4,Short,Close
IRB.NS,2024-10-09,60,55.06,60.0,,60.89,Long,Open
IRCON.NS,2024-10-07,223,218.15,,215.87,249.35,Short,Close
IRCTC.NS,2024-07-08,880,614.35,,1045.76,1051.75,Short,Close
IRFC.NS,2024-07-30,153,65.75,,197.1,229.0,Short,Close
IRIS.BO,2024-09-04,371,106.15,247.48,,265.0,Long,Open
IRISDOREME.NS,2024-09-11,70,74.3,,77.12,79.24,Short,Close
IRONWOOD.BO,2024-09-27,31,29.21,,33.46,33.85,Short,Close
ISEC.NS,2024-08-21,868,607.85,803.14,,882.9,Long,Open
ISFL.BO,2024-09-17,2,1.8,,2.04,2.11,Short,Close
ISFT.NS,2024-09-25,146,120.6,,163.25,165.0,Short,Close
ISGEC.BO,2024-10-08,1325,1268.1,1255.81,,1431.0,Long,Open
ISHANCH.BO,2024-10-01,58,50.61,,63.3,64.4,Short,Close
ISHITADR.BO,2024-10-08,81,74.0,77.0,,83.0,Long,Open
ISLCONSUL.BO,2024-08-22,34,26.0,27.13,,28.7,Long,Open
ISMTLTD.NS,2024-07-22,122,92.3,,149.84,157.9,Short,Close
ISTLTD.BO,2024-09-25,988,889.15,,1108.25,1119.95,Short,Close
ISTRNETWK.BO,2024-10-03,4,1.01,3.21,,3.43,Long,Open
ISWL.BO,2024-09-30,5,3.32,3.47,,4.15,Long,Open
ITC.NS,2024-09-26,492,402.85,,522.06,523.75,Short,Close
ITDC.NS,2024-08-22,657,405.9,,777.61,786.4,Short,Close
ITDCEM.NS,2024-10-04,616,466.6,,679.49,694.3,Short,Close
ITHL.BO,2024-09-10,619,581.0,,657.53,669.0,Short,Close
ITI.NS,2024-10-07,246,262.8,,248.07,308.0,Short,Close
ITL.BO,2024-09-20,471,420.3,,504.27,509.0,Short,Close
IVC.NS,2024-08-21,12,10.35,,14.72,14.8,Short,Close
IVP.NS,2024-09-27,206,181.7,,219.14,223.5,Short,Close
IWEL.BO,2024-10-08,12273,4930.9,11385.47,,14000.0,Long,Open
IWP.BO,2024-08-28,34,28.0,,38.82,39.5,Short,Close
IYKOTHITE.BO,2024-08-30,17,13.26,,18.18,18.18,Short,Close
IZMO.NS,2024-09-16,400,262.8,,472.65,472.65,Short,Close
J&KBANK.NS,2024-09-17,99,102.65,,105.87,108.2,Short,Close
JAGAJITIND.BO,2024-09-16,262,168.55,,304.28,306.45,Short,Close
JAGANLAM.BO,2024-07-09,91,62.0,,103.51,105.0,Short,Close
JAGRAN.NS,2024-09-09,93,91.8,,108.59,111.4,Short,Close
JAGSNPHARM.NS,2024-10-07,452,275.0,408.15,,450.0,Long,Open
JAIBALAJI.NS,2024-10-08,1121,783.1,996.16,,1180.0,Long,Open
JAICORPLTD.NS,2024-09-23,340,340.55,,393.22,405.95,Short,Close
JAIHINDS.BO,2024-09-18,32,26.59,,43.94,45.0,Short,Close
JAINCO.BO,2021-01-11,5,0.41,0.49,,0.49,Short,Close
JAINEX.BO,2024-09-27,220,40.25,196.25,,237.0,Long,Open
JAIPAN.BO,2024-10-09,35,31.43,32.7,,36.9,Long,Open
JAMESWARREN.BO,2024-10-07,328,210.25,318.11,,369.25,Long,Open
JAMNAAUTO.NS,2024-08-01,114,102.35,,146.67,149.66,Short,Close
JAMSHRI.BO,2024-10-09,161,146.0,149.82,,295.65,Long,Open
JASH.NS,2024-09-23,2124,1966.15,,2258.14,2279.0,Short,Close
JAUSPOL.BO,2024-09-13,9,4.96,6.76,,7.9,Long,Open
JAYAGROGN.NS,2024-10-08,299,273.6,286.65,,326.4,Long,Open
JAYBARMARU.NS,2024-07-29,98,99.44,,121.38,124.8,Short,Close
JAYBHCR.BO,2024-10-09,9,8.8,8.91,,9.24,Long,Open
JAYCH.BO,2024-10-09,9,7.79,9.22,,9.79,Long,Open
JAYKAY.BO,2024-10-08,124,80.68,96.93,,111.72,Long,Open
JAYNECOIND.NS,2024-09-25,48,44.55,,53.3,54.0,Short,Close
JAYSREETEA.NS,2024-10-08,151,86.1,142.86,,166.5,Long,Open
JAYUSH.BO,2024-10-08,740,707.05,766.65,,877.0,Long,Open
JBCHEPHARM.NS,2024-10-08,1790,1670.0,1703.04,,1969.55,Long,Open
JBMA.NS,2024-09-16,1770,1675.0,,2050.75,2095.0,Short,Close
JCHAC.NS,2024-10-08,2408,1802.4,2223.89,,2521.0,Long,Open
JCTLTD.BO,2024-09-27,1,1.57,1.3,,2.51,Long,Open
JDORGOCHEM.BO,2024-09-25,18,15.35,,18.66,18.66,Short,Close
JENBURPH.BO,2024-09-10,1023,660.05,,1180.96,1210.0,Short,Close
JETAIRWAYS.NS,2024-08-26,39,42.1,,45.55,46.0,Short,Close
JETFREIGHT.NS,2024-09-13,15,12.0,,19.27,19.5,Short,Close
JETKINGQ.BO,2024-08-22,59,52.0,,71.0,72.99,Short,Close
JHACC.BO,2024-10-07,334,255.0,246.43,,299.9,Long,Open
JHS.NS,2024-10-08,29,27.25,25.97,,32.69,Long,Open
JIGAR.BO,2024-09-06,90,57.0,,97.89,99.85,Short,Close
JINDALPHOT.NS,2024-08-23,769,530.05,,898.91,912.15,Short,Close
JINDALPOLY.NS,2024-10-08,778,708.1,709.0,,839.8,Long,Open
JINDALSAW.NS,2024-10-08,369,331.83,354.39,,375.0,Long,Open
JINDALSTEL.NS,2024-09-17,1000,901.2,,1063.54,1073.7,Short,Close
JINDCAP.BO,2024-10-08,55,31.65,53.85,,68.8,Long,Open
JINDHOT.BO,2024-09-04,93,49.6,,119.76,121.2,Short,Close
JINDRILL.NS,2024-09-05,593,522.55,,677.96,697.0,Short,Close
JINDWORLD.NS,2024-09-04,326,310.15,,377.59,387.95,Short,Close
JISLDVREQS.BO,2024-08-26,34,27.52,,42.41,43.05,Short,Close
JISLJALEQS.NS,2024-08-26,63,52.8,,75.9,76.8,Short,Close
JITFINFRA.NS,2024-08-22,879,505.0,,1206.4,1215.0,Short,Close
JJFINCOR.BO,2024-09-17,39,18.05,,49.76,50.0,Short,Close
JKCEMENT.NS,2024-09-16,4330,3642.0,,4849.14,4895.5,Short,Close
JKIL.NS,2024-09-30,738,763.75,,794.25,802.0,Short,Close
JKLAKSHMI.NS,2024-10-07,809,762.9,797.15,,818.3,Long,Open
JKPAPER.NS,2024-09-20,502,342.95,454.2,,474.0,Long,Open
JKTYRE.NS,2024-09-17,404,358.6,,446.95,453.0,Short,Close
JLL.BO,2024-10-07,49,38.53,45.11,,65.77,Long,Open
JMA.NS,2024-08-27,107,98.1,,115.64,118.27,Short,Close
JMFINANCIL.NS,2024-10-01,141,89.87,,155.54,157.65,Short,Close
JOCIL.NS,2024-09-05,201,162.65,,228.13,236.0,Short,Close
JOINDRE.BO,2024-10-01,56,40.29,,62.9,70.95,Short,Close
JONJUA.BO,2024-10-09,11,10.66,,11.84,15.0,Short,Close
JOSTS.BO,2024-09-06,1118,640.15,,1280.13,1292.0,Short,Close
JPASSOCIAT.NS,2024-10-01,9,7.88,6.24,,10.25,Long,Open
JPPOWER.NS,2024-10-08,22,16.75,17.96,,20.79,Long,Open
JPTSEC.BO,2024-09-20,11,8.27,,11.73,11.73,Short,Close
JSHL.BO,2024-10-01,4,3.97,4.32,,5.97,Long,Open
JSL.NS,2024-09-30,744,631.0,,788.3,803.0,Short,Close
JSLHISAR.BO,2023-01-30,561,199.55,442.1,,478.4,Long,Open
JSLINDL.BO,2024-10-04,2046,2067.8,,2252.5,2275.0,Short,Close
JSTL.BO,2024-08-20,54,56.1,,62.69,67.8,Short,Close
JSWENERGY.NS,2024-10-08,730,642.05,682.67,,804.9,Long,Open
JSWHL.NS,2024-09-27,8571,6455.0,,9246.25,9537.9,Short,Close
JSWISPL.BO,2023-06-05,39,26.3,31.77,,32.95,Long,Open
JSWSTEEL.NS,2024-08-06,995,723.0,873.55,,957.95,Long,Open
JTAPARIA.BO,2024-09-13,26,25.75,,29.17,29.52,Short,Close
JTEKTINDIA.NS,2024-09-24,174,191.6,,183.69,186.59,Short,Close
JUBLFOOD.NS,2024-09-24,629,429.6,,709.47,715.45,Short,Close
JUBLINDS.NS,2024-10-09,1717,1565.0,1717.83,,1748.65,Long,Open
JUBLINGREA.NS,2024-10-03,732,462.3,,820.5,837.0,Short,Close
JUBLPHARMA.NS,2024-10-09,1164,701.8,1144.52,,1189.0,Long,Open
JUMBO.BO,2024-10-09,46,42.2,45.45,,47.0,Long,Open
JUNIORBEES.BO,2024-09-27,804,735.66,,825.53,827.5,Short,Close
JUPITERIN.BO,2024-09-03,39,33.26,,44.67,45.36,Short,Close
JUSTDIAL.NS,2024-10-08,1242,1140.0,1152.89,,1242.4,Long,Open
JWL.NS,2024-08-30,500,300.5,,574.68,579.4,Short,Close
JYOTHYLAB.NS,2024-09-11,530,394.75,,586.85,595.85,Short,Close
JYOTI.BO,2024-09-12,116,60.0,87.45,,97.33,Long,Open
JYOTIRES.BO,2024-09-24,1475,1371.1,,1606.66,1635.0,Short,Close
JYOTISTRUC.NS,2024-10-07,32,23.99,24.79,,29.18,Long,Open
KABRAEXTRU.NS,2024-10-09,411,385.0,406.88,,476.5,Long,Open
KABSON.BO,2024-09-17,38,16.34,,49.02,49.02,Short,Close
KACHCHH.BO,2024-10-08,28,26.83,27.65,,29.4,Long,Open
KACL.BO,2024-09-13,9,0.36,8.82,,9.2,Long,Open
KAIRA.BO,2024-09-30,1907,1784.0,1944.61,,2036.95,Long,Open
KAJARIACER.NS,2024-09-24,1400,1122.85,,1559.95,1578.7,Short,Close
KAJARIR.BO,2024-09-26,46,42.05,,54.42,56.0,Short,Close
KAKATCEM.NS,2024-08-26,217,215.0,,227.04,234.09,Short,Close
KAKTEX.BO,2024-10-07,25,20.61,21.96,,23.0,Long,Open
KALLAM.BO,2024-08-29,7,5.25,,8.8,8.9,Short,Close
KALYANIFRG.NS,2024-10-09,496,450.0,480.81,,512.95,Long,Open
KALYANKJIL.NS,2024-10-01,722,336.05,,749.61,786.25,Short,Close
KAMADGIRI.BO,2024-10-08,102,61.35,93.36,,106.77,Long,Open
KAMAHOLD.BO,2024-08-28,2591,2429.0,,2905.0,2933.75,Short,Close
KAMANWALA.BO,2024-09-17,16,14.26,,18.27,21.8,Short,Close
KAMATHOTEL.NS,2024-09-02,192,238.05,,217.74,219.99,Short,Close
KAMDHENU.NS,2024-09-11,514,495.0,597.78,,646.0,Long,Open
KANANIIND.NS,2024-08-19,3,3.47,,3.06,3.19,Short,Close
KANCHI.BO,2024-10-01,680,393.9,687.75,,780.0,Long,Open
KANCOTEA.BO,2024-10-03,90,,,103.9,107.0,Short,Close
KANDAGIRI.BO,2024-09-25,22,22.19,,29.0,29.25,Short,Close
KANELIND.BO,2024-09-26,2,1.33,1.53,,1.68,Long,Open
KANORICHEM.NS,2024-10-08,141,115.1,133.51,,158.0,Long,Open
KANPRPLA.NS,2024-09-06,119,100.95,,130.01,132.0,Short,Close
KANSAINER.NS,2024-09-12,291,251.85,,318.54,320.5,Short,Close
KANSHST.BO,2024-09-12,40,26.01,28.89,,34.99,Long,Open
KANUNGO.BO,2024-09-27,7,6.35,,10.35,10.42,Short,Close
KAPILCO.BO,2024-09-09,169,19.05,191.05,,191.05,Long,Open
KAPILRAJ.BO,2024-09-17,66,22.8,43.17,,46.49,Long,Open
KAPSTON.NS,2024-10-04,247,110.05,,263.71,269.54,Short,Close
KARMAENG.NS,2024-08-23,71,79.25,,90.04,90.99,Short,Close
KARNAVATI.BO,2024-10-08,3,1.92,2.44,,4.08,Long,Open
KARURVYSYA.NS,2024-09-25,198,191.15,,221.38,222.5,Short,Close
KATRSPG.BO,2024-10-03,231,13.26,224.24,,236.8,Long,Open
KAUSHALYA.NS,2024-10-03,962,891.6,,1033.75,1055.0,Short,Close
KAYA.NS,2024-09-23,447,267.15,,484.71,510.0,Short,Close
KAYCEEI.BO,2024-06-26,4707,6275.0,1188.79,,58273.85,Long,Open
KBSINDIA.BO,2024-09-17,9,8.11,,9.66,9.8,Short,Close
KCDGROUP.BO,2024-10-09,9,,9.06,,11.8,Long,Open
KCLINFRA.BO,2024-10-03,2,1.32,1.53,,2.1,Long,Open
KCP.NS,2024-09-25,236,219.0,,260.85,263.8,Short,Close
KCPSUGIND.NS,2024-09-30,53,31.05,,57.39,58.25,Short,Close
KDDL.NS,2024-10-09,2981,2735.1,2927.51,,3123.9,Long,Open
KEC.NS,2024-10-01,1007,810.0,,1052.28,1068.0,Short,Close
KECL.NS,2024-10-09,193,175.2,187.97,,197.0,Long,Open
KEERTHI.BO,2024-10-04,108,101.45,,123.49,128.65,Short,Close
KEI.NS,2024-10-09,4395,4022.55,4234.71,,4411.45,Long,Open
KEL.BO,2024-09-13,31,15.13,25.44,,27.22,Long,Open
KELENRG.BO,2024-10-09,3845,3502.0,3697.25,,3899.0,Long,Open
KELLTONTEC.NS,2024-10-08,151,132.12,133.21,,148.45,Long,Open
KEMISTAR.BO,2024-09-26,114,37.0,82.07,,106.35,Long,Open
KEMP.BO,2024-09-20,1111,855.2,,1220.0,1220.0,Short,Close
KENNAMET.BO,2024-10-08,3118,2611.0,2912.54,,3469.9,Long,Open
KERALAYUR.BO,2024-08-13,290,116.1,,343.76,348.95,Short,Close
KERNEX.NS,2024-09-09,726,450.0,,884.34,901.6,Short,Close
KESARENT.BO,2024-09-04,147,96.0,,182.77,187.0,Short,Close
KESORAMIND.NS,2024-09-26,215,200.29,,227.29,229.0,Short,Close
KEYCORP.BO,2024-10-09,295,137.85,279.47,,319.1,Long,Open
KEYFINSERV.NS,2024-10-08,367,216.35,265.96,,312.0,Long,Open
